ID;ChEMBL ID;SMILES;Standard Type S1R Receptor;Relation S1R Receptor; S1R Binding Affinity (nM);Standard Type S2R Receptor;Relation S2R Receptor;S2R Binding Affinity (nM);Relation Ratio  S1R/S2R;Ratio  S1R/S2R;Log Ratio  S1R/S2R; S1R Binding Affinity [-log( S1R Binding Affinity (M))];S2R Binding Affinity [-log(S2R Binding Affinity (M))];LogP;pKaH;LogD[pH=7.4];Topological Polar Surface Area;Molecular Weight;Hydrogen Bond Donor Count;Hydrogen Bond Acceptor Count;Atom Count;Description S1R Binding Procedure;Description S2R Binding Procedure;Formulation;SMILES (Formulation);Binding Affinity Assessments for S1R and S2R Receptors;Stereochemistry;Notes;Lipinski;logP-CNS MPO;logD-CNS MPO;HBD-CNS MPO;PSA-CNS MPO;MW-CNS MPO;pKa-CNS MPO;CNS MPO score;Reference;Reference Article Compound Key and/or Preferred Name;Journal;year;volume;issue;first;last;Authors;title;Standard Type Sigma-1 Receptor_1;Relation Sigma-1 Receptor_2;Sigma-1 Binding Affinity (nM)_3;Standard Type Sigma-2 Receptor_4;Relation Sigma-2 Receptor_5;Sigma-2 Binding Affinity (nM)_6;Relation Ratio Sigma-1/Sigma-2_7;Ratio Sigma-1/Sigma-2_8;Reference_9;Reference Article Compound Key or Preferred Name;Other References;Other Reference Article Compound Key or Preferred Name;Description Sigma-1 Binding Procedure_10;Description Sigma-2 Binding Procedure_11;Formulation_12;Smile (Formulation);Other Reference Article Compound Key and/or Preferred Name
S2RSLDB162;;COC1=C(NC(=O)OC2CC3CCCC(C2)N3CC2=CC=CC(I)=C2)C=C(C)C=C1;Ki;=;1354;Ki;=;509;=;2660117878;1424900882;5868381336;7293282218;584;774;534;508;5204031;1;4;59;Binding affinity for sigma-1 receptor measured on guinea pig brain membrane homogenates (100 μg protein) incubated with 3 nM [3H](+)-pentazocine (31.6 Ci/mmol) in 50 mM Tris-HCl;Binding affinity for sigma-2 receptor measured on rat liver membranes homogenates (35 μg of protein) incubated with 3 nM [3H]DTG (38.3 Ci/mmol) as radioligand in the presence of 100 nM (+)-pentazocine in 50 mM Tris-HCl;HCl Salt;Cl.COC1=C(NC(=O)OC2CC3CCCC(C2)N3CC2=CC=CC(I)=C2)C=C(C)C=C1;Single assessment;;;2;0;0;75;1;0;1;275;Med Chem Res 2003, 11, 380-398;1g;Medicinal Chemistry Research;2003;11;;380;398;"Mach R.H.; Vangveravong S.; Huang Y.; Yang B.; Blair J.B.; Wu L.,";Synthesis of N-substituted 9-azabicyclo[3.3.1]nonan-3α-yl phenylcarbamate analogs as sigma-2 receptor ligands;;;;;;;;;;;;;;;;;
S2RSLDB163;CHEMBL3262787;COC1=CC=CC(CN2C=C(N=N2)C2=CC=CC(=C2)C(=O)NCCCCN2CCC3=CC(OC)=C(OC)C=C3C2)=C1;Ki;=;1752;Ki;=;66;=;2654545455;1423990166;5756465898;7180456064;474;809;397;9074;5556673;1;7;78;Binding affinity for sigma-1 receptor measured on guinea pig brain membrane homogenates (≈300 μg protein) incubated with 5 nM [3H]-(+)-pentazocine (34.9 Ci/mmol);Binding affinity for sigma-2 receptor measured on rat liver membranes homogenates (≈300 μg protein) incubated with 1 nM [3H]DTG (58.1 Ci/mmol) in the presence of 1 μM (+)-pentazocine;;;Single assessment;;;1;13;15;75;978358;0;955;2828358;J Med Chem 2014, 57, 4239-51;48d;Journal of medicinal chemistry;2014;57;10;4239;4251;"Bai, S.; Li, S.; Xu, J.; Peng, X.; Sai, K.; Chu, W.; Tu, Z.; Zeng, C.; Mach, R. H.,";Synthesis and structure-activity relationship studies of conformationally flexible tetrahydroisoquinolinyl triazole carboxamide and triazole substituted benzamide analogues as sigma2 receptor ligands.;;;;;;;;;;;;;;;;;
S2RSLDB164;CHEMBL64683;CS(=O)(=O)N1C=C(CCCCN2CCC3(CC2)OCC2=C3C=CC=C2)C2=CC=CC=C12;IC50;=;13;IC50;=;5;=;26;1414973348;8886056648;1030103;337;954;124;5154;438582;0;4;61;Affinity of test compounds to sigma-1 binding sites was estimated by their ability to displace [3H]-(+)-pentazocine from rat brain homogenates minus cerebellum (≈300 μg protein per tube) (see notes);Binding affinity for sigma-2 receptor measured on whole rat brain homogenates, except cerebellum, incubated with [3H]DTG in 50 mM Tris-HCl. It has been concluded that this assay is specific for determination of sigma-2 binding affinity;Oxalate;OC(=O)C(O)=O.CS(=O)(=O)N1C=C(CCCCN2CCC3(CC2)OCC2=C3C=CC=C2)C2=CC=CC=C12;Single assessment;;;0;815;1;1;1;30709;23;435209;J Med Chem 1995, 38, 1998-2008;14c;Journal of medicinal chemistry;1995;38;11;1998;2008;"Perregaard, J.; Moltzen, E. K.; Meier, E.; Sanchez, C.,";Sigma ligands with subnanomolar affinity and preference for the sigma 2 binding site. 1. 3-(omega-aminoalkyl)-1H-indoles.;;;;;;;;;;;;;;;;;
S2RSLDB165;CHEMBL1197504;[I-].COC1=C2CCCC(CCCN3CC[N+](C)(CC3)C3CCCCC3)C2=CC=C1;Ki;=;338;Ki;=;13;=;26;1414973348;64710833;7886056648;12;501;12;1247;5125103;0;2;70;Displacement of (+)-[3H]-pentazocine (34 Ci/mmol) from guinea-pig brain without cerebellum membrane homogenates sigma-1 receptor;Displacent of [3H]-DTG in the presence of 1 μM (+)-pentazocine from rat liver membranes sigma-2 receptor;Ammonium quaternary iodide salt;[I-].COC1=C2CCCC(CCCN3CC[N+](C)(CC3)C3CCCCC3)C2=CC=C1;Single assessment;;;1;1;1;1;0;0;1;4;J Med Chem 2009, 52, 7817-28;40;Journal of medicinal chemistry;2009;52;23;7817;7828;"Berardi, F.; Abate, C.; Ferorelli, S.; Uricchio, V.; Colabufo, N. A.; Niso, M.; Perrone, R.,";Exploring the importance of piperazine N-atoms for sigma(2) receptor affinity and activity in a series of analogs of 1-cyclohexyl-4-[3-(5-methoxy-1,2,3,4-tetrahydronaphthalen-1-yl)propyl]piperazine (PB28).;;;;;;;;;;;;;;;;;
S2RSLDB166;;COC1=C(NC(=O)OC2CC3CCCC(C2)N3CCCCCCNC2=CC=C(C3=NON=C23)[N+]([O-])=O)C=C(C)C=C1;Ki;=;1100;Ki;=;45;=;2444444444;1388180171;5958607315;7346787486;521;873;387;14489;5666486;2;9;79;Binding affinity for sigma-1 receptor measured on guinea pig brain membrane homogenates (≈300 μg protein) incubated with ≈5 nM [3H](+)-pentazocine (34.9 Ci/mmol) in 50 mM Tris-HCl;Binding affinity for sigma-2 receptor measured on rat liver membranes homogenates (≈300 μg protein) incubated with 1 nM [3H]RHM-1 (80 Ci/mmol) in 50 mM Tris-HCl;Free base;COC1=C(NC(=O)OC2CC3CCCC(C2)N3CCCCCCNC2=CC=C(C3=NON=C23)[N+]([O-])=O)C=C(C)C=C1;Single assessment;;;2;0;65;5;0;0;635;12;Cancer Res 2007, 67, 6708-16;K05-138;Cancer research;2007;67;14;6708;6716;"Zeng, C.; Vangveravong, S.; Xu, J.; Chang, K. C.; Hotchkiss, R. S.; Wheeler, K. T.; Shen, D.; Zhuang, Z. P.; Kung, H. F.; Mach, R. H.,";Subcellular localization of sigma-2 receptors in breast cancer cells using two-photon and confocal microscopy.;;;;;;;;;;;;;;;;;
S2RSLDB167;;CC(F)C1=CC=C2N(CCCCN3CCN(CC3)C3=CC=C(F)C=C3)C(=O)OC2=C1;Ki;=;1623;Ki;=;672;=;2415178571;1382949247;678968148;8172630727;421;829;327;3602;4154762;0;4;57;Affinities of the ligands for sigma-1 sites were determined in rat brain homogenates using 5 nM [3H](+)-pentazocine;Affinities of the ligands for sigma-2 sites were determined in rat brain homogenates using 3 nm [3H]DTG in the presence of (+)pentazocine 300 nM;2xHCl Salt;Cl.Cl.CC(F)C1=CC=C2N(CCCCN3CCN(CC3)C3=CC=C(F)C=C3)C(=O)OC2=C1;Single assessment;;;0;395;365;1;801;422619;855;3838619;US2014-0328755;SN-253;U.S. Pat. Appl. Publ.;2014;;;;;"McCurdy, Christopher R.; Mesangeau, Christophe; Chin, Frederick T.; James, Michelle L.; Shen, Bin; Gambhir, Sanjiv; Biswal, Sandip; Behera, Deepak.";Highly selective sigma receptor ligands and radioligands as probes in nociceptive processing and the pathphysiological study of memory deficits and cognitive disorders;;;;;;;;;;;;;;;;;US 2010/0329978 SN-253
S2RSLDB168;CHEMBL3259961;NC1=C2C=CC=C3C(=O)N(CCCCCCOC4=CC=CC5=C4CCCC5CCCN4CCN(CC4)C4CCCCC4)C(=O)C(C=C1)=C23;Ki;=;156;Ki;=;657;=;2374429224;1375559229;6806875402;818243463;774;946;569;7911;6508925;1;6;102;Binding affinity for sigma-1 receptor measured on rat brain homogenates without cerebellum, (≈300 μg protein) incubated with [3H]-(+)-pentazocine (30 Ci/mmol);Binding affinity for sigma-2 receptor measured on rat liver membranes incubated with [3H]DTG (50 Ci/mmol) in the presence of 1 μM (+)-pentazocine;3xHCl Salt;Cl.Cl.Cl.NC1=C2C=CC=C3C(=O)N(CCCCCCOC4=CC=CC5=C4CCCC5CCCN4CCN(CC4)C4CCCCC4)C(=O)C(C=C1)=C23;Single assessment;;;2;0;0;75;1;0;27;202;J Med Chem 2014, 57, 3314-23;11;Journal of medicinal chemistry;2014;57;8;3314;3323;"Abate, C.; Niso, M.; Marottoli, R.; Riganti, C.; Ghigo, D.; Ferorelli, S.; Ossato, G.; Perrone, R.; Lacivita, E.; Lamb, D. C.; Berardi, F.,";Novel derivatives of 1-cyclohexyl-4-[3-(5-methoxy-1,2,3,4-tetrahydronaphthalen-1-yl)propyl]piperazine (PB28) with improved fluorescent and sigma receptors binding properties.;;;;;;;;;;;;;;;;;
S2RSLDB169;;CC(=O)C1=CC=C2OC(=O)N(CCCCN3CCN(CC3)C3=CC=C(F)C=C3)C2=C1;Ki;=;2782;Ki;=;121;=;2299173554;1361571755;7555642874;891721463;323;758;283;5309;4114692;0;5;56;Affinities of the ligands for sigma-1 sites were determined in rat brain homogenates using 5 nM [3H](+)-pentazocine;Affinities of the ligands for sigma-2 sites were determined in rat brain homogenates using 3 nm [3H]DTG in the presence of (+)pentazocine 300 nM;;;Single assessment;;;0;885;585;1;1;442654;1;4912654;US2014-0328755;CM-356;U.S. Pat. Appl. Publ.;2014;;;;;"McCurdy, Christopher R.; Mesangeau, Christophe; Chin, Frederick T.; James, Michelle L.; Shen, Bin; Gambhir, Sanjiv; Biswal, Sandip; Behera, Deepak.";Highly selective sigma receptor ligands and radioligands as probes in nociceptive processing and the pathphysiological study of memory deficits and cognitive disorders;;;;;;;;;;;;;;;;;WO2009026227 CM-356 US 2010/0329978
S2RSLDB170;;COC1=CC2=C(CN(CCCCCNC(=O)C3=CC4=C(O3)C=CC(I)=C4)CC2)C=C1OC;Ki;=;204;Ki;=;89;=;2292134831;1360240161;6690369833;8050609993;455;853;339;6394;5484132;1;4;61;Binding affinity for sigma-1 receptor measured on male Sprague Dawley rat brain membranes homogenates (≈750 μg of total proteins per tube) incubated with 2 nM [3H]-(+)-pentazocine (31.6 and 38.3 Ci/mmol) in 50 mM Tris-HCl;Binding affinity for sigma-2 receptor measured on male Sprague Dawley rat brain membranes homogenates (≈750 μg of total proteins per tube) incubated with 10 nM [3H]DTG (35.2 Ci/mM) in the presence of 500 nM (+)-pentazocine in 50 mM Tris-HCl;Free base;COC1=CC2=C(CN(CCCCCNC(=O)C3=CC4=C(O3)C=CC(I)=C4)CC2)C=C1OC;Single assessment;;;1;225;305;75;1;0;735;3015;Org Biomol Chem 2014, 12, 783-94;58;Organic & biomolecular chemistry;2014;12;5;783;794;"Ashford, M. E.; Nguyen, V. H.; Greguric, I.; Pham, T. Q.; Keller, P. A.; Katsifis, A.,";Synthesis and in vitro evaluation of tetrahydroisoquinolines with pendent aromatics as sigma-2 (sigma2) selective ligands.;;;;;;;;;;;;;;;;;
S2RSLDB171;;FC1=CC=C(C=C1)N1CCN(CCCN2C=CC3=C2C=CC=C3)CC1;Ki;=;456;Ki;=;20;=;228;1357934847;6341035157;7698970004;426;879;285;1141;3374338;0;2;49;Displacement of 2 nM [3H]-(+)-pentazocine (42.5 Ci ? mmol) from guinea pig brain membrane homogenates (75 μg) sigma-1 receptor;Displacement of 3 nM [3H]-DTG (50 Ci ? mmol) in the presence of 500 nM (+)-pentazocine in 50 mM TRIS from rat liver membrane homogentes (100 μg protein) sigma-2 receptor;Free base;FC1=CC=C(C=C1)N1CCN(CCCN2C=CC3=C2C=CC=C3)CC1;Single assessment;;;0;37;575;1;0;812831;605;3362831;Chem Biol Drug Des 2011, 78, 869-75;4a;Chemical biology & drug design;2011;78;5;869;875;"Yarim, M.; Koksal, M.; Schepmann, D.; Wunsch, B.,";Synthesis and in vitro Evaluation of Novel Indole-Based Sigma Receptors Ligands.;;;;;;;;;;;;;;;;;
S2RSLDB172;;COC1=C(NC(=O)OC2CC3CCCC(C2)N3CCCCC2=CC=CC=C2)C=C(C)C=C1;Ki;=;655;Ki;=;29;=;225862069;1353843302;71837587;8537602002;608;867;48;508;4365863;1;4;68;Binding affinity for sigma-1 receptor measured on guinea pig brain membrane homogenates (100 μg protein) incubated with 3 nM [3H](+)-pentazocine (31.6 Ci/mmol) in 50 mM Tris-HCl;Binding affinity for sigma-2 receptor measured on rat liver membranes homogenates (35 μg of protein) incubated with 3 nM [3H]DTG (38.3 Ci/mmol) as radioligand in the presence of 100 nM (+)-pentazocine in 50 mM Tris-HCl;HCl Salt;Cl.COC1=C(NC(=O)OC2CC3CCCC(C2)N3CCCCC2=CC=CC=C2)C=C(C)C=C1;Single assessment;;;1;0;0;75;1;3170685;665;27320685;Med Chem Res 2003, 11, 380-398;4;Medicinal Chemistry Research;2003;11;;380;398;"Mach R.H.; Vangveravong S.; Huang Y.; Yang B.; Blair J.B.; Wu L.,";Synthesis of N-substituted 9-azabicyclo[3.3.1]nonan-3α-yl phenylcarbamate analogs as sigma-2 receptor ligands;;;;;;;;;;;;;;;;;
S2RSLDB173;CHEMBL1289954;OC1CN(CCC2=CC(O)=CC=C12)[C@H]1CC[C@@H](CC1)C1=CC=CC=C1;Ki;=;200;Ki;=;89;=;2247191011;1351639989;6698970004;8050609993;353;988;214;437;3374553;2;3;52;Displacement of [3H](+)-pentazocine from sigma-1 receptor guinea pig brain;Displacement of [3H]DTG from sigma-2 receptor rat liver membranes in the presence of (+)-Pentazocine;Free base;OC1CN(CCC2=CC(O)=CC=C12)[C@H]1CC[C@@H](CC1)C1=CC=CC=C1;Single assessment;;;0;735;93;5;1;8127235;6;40377235;Bioorg Med Chem 2010, 18, 8005-15;trans-32;Bioorganic & medicinal chemistry;2010;18;22;8005;8015;"Tewes, B.; Frehland, B.; Schepmann, D.; Schmidtke, K. U.; Winckler, T.; Wunsch, B.,";Conformationally constrained NR2B selective NMDA receptor antagonists derived from ifenprodil: Synthesis and biological evaluation of tetrahydro-3-benzazepine-1,7-diols.;;;;;;;;;;;;;;;;;
S2RSLDB174;CHEMBL1831162;FC1=CC=C(C=C1)N1CCN(CCCCN2C=C(C3=CC=CC=C23)C2=CC=CC=C2)CC1;Ki;=;22233;Ki;=;996;=;2232228916;134873873;6653001932;8001740662;642;843;535;1141;4275563;0;2;62;Displacement of 5 nM [3H](+)-pentazocine from rat brain (400-500 μg) sigma-1 receptor;Displacement of 3 nM [3H]-DTG in the presence of 300 nM (+)-pentazocine from rat brain (400-500 μg) sigma-2 receptor;Oxalate;OC(=O)C(O)=O.FC1=CC=C(C=C1)N1CCN(CCCCN2C=C(C3=CC=CC=C23)C2=CC=CC=C2)CC1;Single assessment;;;1;0;0;1;0;3622185;785;21472185;Eur J Med Chem 2011, 46, 5154-61;9b;European journal of medicinal chemistry;2011;46;10;5154;5161;"Mesangeau, C.; Amata, E.; Alsharif, W.; Seminerio, M. J.; Robson, M. J.; Matsumoto, R. R.; Poupaert, J. H.; McCurdy, C. R.,";Synthesis and pharmacological evaluation of indole-based sigma receptor ligands.;;;;;;;;;;;;;;;;;
S2RSLDB175;CHEMBL473990;CN(CCCCC1=CN(C2=C1C=CC=C2)C1=CC=C(F)C=C1)CC1=CC=C(C)C=C1C;Ki;=;129;Ki;=;59;=;2186440678;1339737699;688941029;8229147988;744;965;519;817;4145575;0;1;62;Binding affinity for sigma-1 receptor measured on rat liver membranes incubated with [3H](+)-pentazocine (34.9 Ci/mmol);Ki values for sigma-2 receptors were measured on rat liver membranes using [3H]-DTG (58.1 Ci/mmol) as the radioligand in the presence of 100 nM (+)-pentazocine;Free base;CN(CCCCC1=CN(C2=C1C=CC=C2)C1=CC=C(F)C=C1)CC1=CC=C(C)C=C1C;Single assessment;;;1;0;0;1;0;4272125;175;16022125;Eur J Med Chem 2008, 43, 2073-81;2l;European journal of medicinal chemistry;2008;43;10;2073;2081;"Mamolo, M. G.; Zampieri, D.; Zanette, C.; Florio, C.; Collina, S.; Urbano, M.; Azzolina, O.; Vio, L.,";Substituted benzylaminoalkylindoles with preference for the sigma2 binding site;;;;;;;;;;;;;;;;;
S2RSLDB176;;COC1=C(NC(=O)OC2CC3CCCC(C2)N3CCCCNCC2=CC=CC(Br)=C2)C=C(C)C=C1;Ki;=;6629;Ki;=;306;=;2166339869;1335726593;7178551981;8514278574;589;982;222;6283;544524;2;5;73;Binding affinity for sigma-1 receptor measured on guinea pig brain membrane homogenates (≈300 μg of protein) incubated with ≈5 nM [3H](+)-pentazocine (34.9 Ci/mmol) in 50 mM Tris-HCl;Binding affinity for sigma-2 receptor measured on rat liver membranes homogenates (≈300 μg of protein) incubated with ≈1 nM [3H]RHM-1 (80 Ci/mmol) alone or ≈5 nM [3H]DTG (58.1 Ci/mmol) in the presence of 1 μM (+)-pentazocine in 50 mM Tris-HCl;Oxalate;OC(=O)C(O)=O.COC1=C(NC(=O)OC2CC3CCCC(C2)N3CCCCNCC2=CC=CC(Br)=C2)C=C(C)C=C1;Single assessment;;;2;0;89;5;1;0;9;248;Bioorg Med Chem 2006, 14, 6988-97;2a;Bioorganic & medicinal chemistry;2006;14;20;6988;6997;"Vangveravong, S.; Xu, J.; Zeng, C.; Mach, R. H.,";Synthesis of N-substituted 9-azabicyclo[3.3.1]nonan-3α-yl carbamate analogs as sigma2 receptor ligands.;;;;;;;;;;;;;;;;;
S2RSLDB177;;O=C(N)C1=CC=C(N2N=C(C)C3=C2CC(C)(C)CC3=O)C=C1NC4CC(N5)CCCC5C4;Ki;>;1000;Ki;=;466;>;2145922747;1331614083;6;7331614083;244;1003;-1;10204;435572;3;5;65;Binding affinity for sigma-1 receptor measured on guinea pig brain membrane homogenates (300 μg proteins) incubated with 6 nM [3H]-(+)-pentazocine (42 Ci/mmol) in 50 mM Tris-HCl;Binding affinity for sigma-2 receptor measured on rat liver membrane homogenates (300 μg protein) incubated with 5.65 nM [3H]DTG (82 Ci/mM) in the presence of 0.1 μM (+)-pentazocine in 50 mM Tris-HCl;Free base;O=C(N)C1=CC=C(N2N=C(C)C3=C2CC(C)(C)CC3=O)C=C1NC4CC(N5)CCCC5C4;Single assessment;;;0;1;1;25;602068;32214;0;3174208;Bioorg Med Chem 2015, 23, 1463–1471;12;Bioorganic & medicinal chemistry;2015;23;7;1463;1471;"Wu, Z. W.; Song, S. Y.; Li, L.; Lu, H. L.; Lieberman, B.; Huang, Y. S.; Mach, R. H.,";Synthesis and evaluation of tetrahydroindazole derivatives as sigma-2 receptor ligands.;;;;;;;;;;;;;;;;;
S2RSLDB178;CHEMBL62002;C(CCN1CCC2(CC1)OCC1=C2C=CC=C1)CC1CCCCC1;IC50;=;15;IC50;=;7;=;2142857143;1330993219;8823908741;1015490196;492;94;293;1247;3275035;0;2;57;Affinity of test compounds to sigma-1 binding sites was estimated by their ability to displace [3H]-(+)-pentazocine from rat brain homogenates minus cerebellum (see notes);Binding affinity for sigma-2 receptor measured on whole rat brain homogenates, except cerebellum, incubated with [3H]DTG in 50 mM Tris-HCl;Oxalate;OC(=O)C(O)=O.C(CCN1CCC2(CC1)OCC1=C2C=CC=C1)CC1CCCCC1;Single assessment;;;0;4;535;1;0;8624825;3;27374825;J Med Chem 1995, 38, 2009-17;1l;Journal of medicinal chemistry;1995;38;11;2009;2017;"Moltzen, E. K.; Perregaard, J.; Meier, E.,";Sigma ligands with subnanomolar affinity and preference for the sigma 2 binding site. 2. Spiro-joined benzofuran, isobenzofuran, and benzopyran piperidines.;;;;;;;;;;;;;;;;;
S2RSLDB179;;COC1=C(NC(=O)OC2CC3CCCC(C2)N3CC2=CC=C(C=C2)[N+]([O-])=O)C=C(C)C=C1;Ki;=;539;Ki;=;252;=;2138888889;1330188224;6268411235;7598599459;485;784;428;9394;4395042;1;6;61;Binding affinity for sigma-1 receptor measured on guinea pig brain membrane homogenates (100 μg protein) incubated with 3 nM [3H](+)-pentazocine (31.6 Ci/mmol) in 50 mM Tris-HCl;Binding affinity for sigma-2 receptor measured on rat liver membranes homogenates (35 μg of protein) incubated with 3 nM [3H]DTG (38.3 Ci/mmol) as radioligand in the presence of 100 nM (+)-pentazocine in 50 mM Tris-HCl;HCl Salt;Cl.COC1=C(NC(=O)OC2CC3CCCC(C2)N3CC2=CC=C(C=C2)[N+]([O-])=O)C=C(C)C=C1;Single assessment;;;0;75;0;75;871798;302479;1;2999277;Med Chem Res 2003, 11, 380-398;1i;Medicinal Chemistry Research;2003;11;;380;398;"Mach R.H.; Vangveravong S.; Huang Y.; Yang B.; Blair J.B.; Wu L.,";Synthesis of N-substituted 9-azabicyclo[3.3.1]nonan-3α-yl phenylcarbamate analogs as sigma-2 receptor ligands;;;;;;;;;;;;;;;;;
S2RSLDB180;CHEMBL62300;FC1=CC=C(C=C1)N1C=C(CCCCN2CCC3(CC2)CC2=C(CO3)C=CC=C2)C2=CC=CC=C12;IC50;=;23;IC50;=;11;=;2090909091;1320335151;7638272164;8958607315;605;928;418;174;4686049;0;2;68;Affinity of test compounds to sigma-1 binding sites was estimated by their ability to displace [3H]-(+)-pentazocine from rat brain homogenates minus cerebellum (see notes);Binding affinity for sigma-2 receptor measured on whole rat brain homogenates, except cerebellum, incubated with [3H]DTG in 50 mM Tris-HCl;Oxalate;OC(=O)C(O)=O.FC1=CC=C(C=C1)N1C=C(CCCCN2CCC3(CC2)CC2=C(CO3)C=CC=C2)C2=CC=CC=C12;Single assessment;;;1;0;0;1;0;1569755;36;15169755;J Med Chem 1995, 38, 2009-17;3e;Journal of medicinal chemistry;1995;38;11;2009;2017;"Moltzen, E. K.; Perregaard, J.; Meier, E.,";Sigma ligands with subnanomolar affinity and preference for the sigma 2 binding site. 2. Spiro-joined benzofuran, isobenzofuran, and benzopyran piperidines.;;;;;;;;;;;;;;;;;
S2RSLDB181;;IC1=CC=C(C=C1)N1C=C(CCCCN2CCC(CC2)(C#N)C2=CC=CC=C2)C2=C1C=CC=C2;Ki;=;386;Ki;=;185;=;2086486486;1319415576;6413412695;7732828272;782;884;637;3196;559495;0;2;64;Radioligand binding assay was performed with rat brain homogenates for sigma-1 receptors and (+)-[3H]pentazocine as the competing radioligand;Radioligand binding assay was performed with rat liver homogenates for sigma-2 receptor and [3H]DTG as the competing radioligand in the presence of 10 μM dextrallorphan;HCl Salt;Cl.IC1=CC=C(C=C1)N1C=C(CCCCN2CCC(CC2)(C#N)C2=CC=CC=C2)C2=C1C=CC=C2;Single assessment;;;2;0;0;1;598;0;58;2178;Med Chem Commun 2015, 6, 1093;4;MedChemComm;2015;6;6;1093;1103;"Xie, F.; Kniess, T.; Neuber, C.; Deuther-Conrad, W.; Mamat, C.; Lieberman, B. P.; Liu, B.; Mach, R. H.; Brust, P.; Steinbach, J.; Pietzsch, J.; Jia, H.,";Novel indole-based sigma-2 receptor ligands: synthesis, structure-affinity relationship and antiproliferative activity.;;;;;;;;;;;;;;;;;
S2RSLDB182;CHEMBL3084361;COC(=O)[C@]1(C[C@H]1CN1C2CCC1CC(O)(C2)C1=CC=C(Cl)C=C1)C1=CC=CC=C1;Ki;=;520;Ki;=;252;=;2063492063;1314602803;6283996656;7598599459;412;918;234;4977;425948;1;3;58;sigma-1 binding assays were performed on guinea pig brain membranes, incubating 500 μg of membrane protein with 3 nM [3H]-(+)-pentazocine (45 Ci/mM) in 50 mM Tris-HCl;The sigma-2 binding assays were carried out on guinea pig brain membranes incubated with 3 nM [3H]DTG (31 Ci/mM) in the presence of 400 nM (+)-SKF10,047 in 50 mM Tris-HCl;Oxalate;OC(=O)C(O)=O.COC(=O)[C@]1(C[C@H]1CN1C2CCC1CC(O)(C2)C1=CC=C(Cl)C=C1)C1=CC=CC=C1;Single assessment;Chiral;;0;44;83;75;1;37026;41;380026;J Med Chem 2011, 54, 3669-73;(–)-9;Journal of medicinal chemistry;2011;54;10;3669;3673;"Marrazzo, A.; Cobos, E. J.; Parenti, C.; Arico, G.; Marrazzo, G.; Ronsisvalle, S.; Pasquinucci, L.; Prezzavento, O.; Colabufo, N. A.; Contino, M.; Gonzalez, L. G.; Scoto, G. M.; Ronsisvalle, G.,";Novel potent and selective sigma ligands: evaluation of their agonist and antagonist properties.;;;;;;;;;;;;;;;;;
S2RSLDB183;;C(CN1C=CC2=C1C=CC=C2)CN1CCN(CC1)C1=CC=CC=C1;Ki;=;1492;Ki;=;75;=;1989333333;129870756;5826231177;7124938737;411;864;285;1141;3194433;0;2;49;Displacement of 2 nM [3H]-(+)-pentazocine (42.5 Ci ? mmol) from guinea pig brain membrane homogenates (75 μg) sigma-1 receptor;Displacement of 3 nM [3H]-DTG (50 Ci ? mmol) in the presence of 500 nM (+)-pentazocine in 50 mM TRIS from rat liver membrane homogentes (100 μg protein) sigma-2 receptor;Free base;C(CN1C=CC2=C1C=CC=C2)CN1CCN(CC1)C1=CC=CC=C1;Single assessment;;;0;445;575;1;0;9027835;68;36027835;Chem Biol Drug Des 2011, 78, 869-75;4c;Chemical biology & drug design;2011;78;5;869;875;"Yarim, M.; Koksal, M.; Schepmann, D.; Wunsch, B.,";Synthesis and in vitro Evaluation of Novel Indole-Based Sigma Receptors Ligands.;;;;;;;;;;;;;;;;;
S2RSLDB184;;COC1=CC2=C(CN(CCCCCCNC(=O)C3=CC4=C(O3)C=CC(Br)=C4)CC2)C=C1OC;Ki;=;157;Ki;=;8;=;19625;1292809665;6804100348;8096910013;483;853;367;6394;515439;1;4;64;Binding affinity for sigma-1 receptor measured on male Sprague Dawley rat brain membranes homogenates (≈750 μg of total proteins per tube) incubated with 2 nM [3H]-(+)-pentazocine (31.6 and 38.3 Ci/mmol) in 50 mM Tris-HCl;Binding affinity for sigma-2 receptor measured on male Sprague Dawley rat brain membranes homogenates (≈750 μg of total proteins per tube) incubated with 10 nM [3H]DTG (35.2 Ci/mM) in the presence of 500 nM (+)-pentazocine in 50 mM Tris-HCl;Free base;COC1=CC2=C(CN(CCCCCCNC(=O)C3=CC4=C(O3)C=CC(Br)=C4)CC2)C=C1OC;Single assessment;;;1;85;165;75;1;0;735;2735;Org Biomol Chem 2014, 12, 783-94;56;Organic & biomolecular chemistry;2014;12;5;783;794;"Ashford, M. E.; Nguyen, V. H.; Greguric, I.; Pham, T. Q.; Keller, P. A.; Katsifis, A.,";Synthesis and in vitro evaluation of tetrahydroisoquinolines with pendent aromatics as sigma-2 (sigma2) selective ligands.;;;;;;;;;;;;;;;;;
