Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value
CHEMBL270299,BAY-11-7085,,249.34,0.0,2.8,BAY-117085,CC(C)(C)c1ccc(S(=O)(=O)/C=C/C#N)cc1,IC50,>,10000.0,nM,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,0,CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,BAO_0000249,cell membrane format,,,,Jurkat,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307526,,,
CHEMBL1650,CORTISONE ACETATE,4.0,402.49,0.0,2.56,CORTISONE ACETATE,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@@]21C,Ki,>,10000.0,nM,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,0,CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,BAO_0000249,cell membrane format,,,,Jurkat,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307526,,,
CHEMBL1243,SULFABENZAMIDE,4.0,276.32,0.0,1.39,SULFABENZAMIDE,Nc1ccc(S(=O)(=O)NC(=O)c2ccccc2)cc1,Ki,>,10000.0,nM,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,0,CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,BAO_0000249,cell membrane format,,,,Jurkat,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307526,,,
CHEMBL269438,,,436.56,0.0,3.04,table-1,CCC[C@H](C(=O)NCc1ccccc1)N1C(=O)[C@@H](CCCN)N(Cc2ccccc2)C1=O,Ki,'=',435.0,nM,6.36,,,UO_0000065,14.57,0.27,3.32,6.64,0,CHEMBL805786,Binding affinity for [3H]- pentazocine at sigma opioid receptor,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1130940,1,Scientific Literature,Bioorg Med Chem Lett,1998.0,,,,
CHEMBL36994,ANIRACETAM,2.0,219.24,0.0,1.46,ANIRACETAM,COc1ccc(C(=O)N2CCCC2=O)cc1,Ki,>,10000.0,nM,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,0,CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,BAO_0000249,cell membrane format,,,,Jurkat,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307526,,,
CHEMBL1255834,BW-723C86,,286.4,0.0,3.7,BW-723C86,CC(N)Cc1c[nH]c2ccc(OCc3cccs3)cc12,Ki,>,10000.0,nM,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,0,CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,BAO_0000249,cell membrane format,,,,Jurkat,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307526,,,
CHEMBL388590,BENZBROMARONE,4.0,424.09,1.0,5.46,BENZBROMARONE,CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,IC50,>,10000.0,nM,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,0,CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,BAO_0000249,cell membrane format,,,,Jurkat,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307526,,,
CHEMBL4649901,,,1495.48,,,BLEOMYCIN A2,Cc1c(N)nc([C@H](CC(N)=O)NC[C@H](N)C(N)=O)nc1C(=O)N[C@H](C(=O)N[C@H](C)[C@@H](O)[C@H](C)C(=O)N[C@H](C(=O)NCCc1nc(-c2nc(C(=O)NCCC[S+](C)C)cs2)cs1)[C@@H](C)O)[C@@H](O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](OC(N)=O)[C@@H]1O)c1c[nH]cn1.[Br-],Ki,>,10000.0,nM,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,0,CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,BAO_0000249,cell membrane format,,,,Jurkat,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307526,,,
CHEMBL1006,AMIFOSTINE,4.0,214.23,0.0,-0.25,AMIFOSTINE,NCCCNCCSP(=O)(O)O,IC50,>,10000.0,nM,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,0,CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,BAO_0000249,cell membrane format,,,,Jurkat,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307526,,,
CHEMBL420302,,,325.88,1.0,5.45,32,Clc1ccc(C2=CCN(CCCCc3ccccc3)CC2)cc1,Ki,'=',4.1,nM,8.39,,,UO_0000065,25.74,0.5,2.94,258.86,0,CHEMBL803928,The compound was tested for its binding affinity towards sigma receptor in guinea pig brain membranes.,B,BAO_0000249,cell membrane format,Cavia porcellus,,,,,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1125220,1,Scientific Literature,J Med Chem,1991.0,,,,
CHEMBL282433,DITOLYLGUANIDINE,,239.32,0.0,3.76,5,Cc1ccccc1NC(=N)Nc1ccccc1C,Ki,'=',15.0,nM,7.82,,,UO_0000065,32.69,0.59,4.06,16.33,0,CHEMBL839610,Affinity for sigma receptor type 1 of guinea pig using [3H]ifenprodil or (+)-[3H]pentazocine radioligand,B,BAO_0000357,single protein format,Cavia porcellus,,,,,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1140325,1,Scientific Literature,J Med Chem,2005.0,,,,
CHEMBL543434,,,317.86,0.0,4.29,15b,CCc1cccc(NC(=N)N(C)c2cccc(CC)c2)c1.Cl,IC50,'=',82.0,nM,7.09,,,UO_0000065,25.18,0.46,2.8,18.11,0,CHEMBL803933,"Binding assay for the sigma receptor sites is performed by utilizing [3H]N,N-di-o-tolylguanidine ([3H]DTG) and guinea pig brain membrane suspensions",B,BAO_0000019,assay format,Cavia porcellus,CHEMBL3638188,Brain,,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1130271,1,Scientific Literature,J Med Chem,1997.0,,,,
CHEMBL53325,,,370.58,0.0,4.85,33,COc1cccc2c1CCCC2CCCN1CCN(C2CCCCC2)CC1,Ki,'=',13.6,nM,7.87,,,UO_0000065,21.23,0.4,3.02,50.07,0,CHEMBL802050,In vitro binding affinity at opioid sigma-1 receptor in guinea pig brain membranes by (+)-[3H]pentazocine displacement.,B,BAO_0000249,cell membrane format,Cavia porcellus,CHEMBL3638188,Brain,,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1148440,1,Scientific Literature,J Med Chem,2004.0,,,,
CHEMBL75286,,,366.55,0.0,4.73,44,COc1cccc2c(CCCN3CCN(C4CCCCC4)CC3)cccc12,Ratio,'=',5.9,,,,,,,,,,0,CHEMBL881475,Binding affinity ratio of sigma 2 receptor to that of sigma 1 receptor,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1148440,1,Scientific Literature,J Med Chem,2004.0,,,,
CHEMBL178988,,,334.42,0.0,3.11,9bd,O=c1cc(CN2CCN(Cc3ccccc3)CC2)oc2ccccc12,Ki,'=',2.66,nM,8.57,,,UO_0000065,25.64,0.47,5.47,23.37,0,CHEMBL829825,Inhibitory constant against sigma receptor type 1 using 3 nM [3H]pentazocine,B,BAO_0000357,single protein format,Cavia porcellus,,,,,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1139488,1,Scientific Literature,J Med Chem,2005.0,,,,
CHEMBL103519,,,395.42,1.0,5.65,"(1S,2R)-(+)-14",Clc1ccc(CCN(CC2CC2)[C@H]2CCCC[C@H]2N2CCCC2)cc1Cl,Ki,'=',412.0,nM,6.38,,,UO_0000065,16.15,0.34,0.74,98.54,0,CHEMBL872599,Inhibition of [3H]-(+)-3-PPP binding to sigma of guinea pig brain,B,BAO_0000019,assay format,Cavia porcellus,,,,,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1125772,1,Scientific Literature,J Med Chem,1991.0,,,,
CHEMBL370753,OPIPRAMOL,3.0,363.5,0.0,3.31,14,OCCN1CCN(CCCN2c3ccccc3C=Cc3ccccc32)CC1,Ki,'=',0.2,nM,9.7,,,UO_0000065,26.68,0.49,6.39,32.38,0,CHEMBL839610,Affinity for sigma receptor type 1 of guinea pig using [3H]ifenprodil or (+)-[3H]pentazocine radioligand,B,BAO_0000357,single protein format,Cavia porcellus,,,,,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1140325,1,Scientific Literature,J Med Chem,2005.0,,,,
CHEMBL386630,TESTOSTERONE,4.0,288.43,0.0,3.88,Testosterone,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,Ki,'=',1200.0,nM,5.92,,,UO_0000065,20.53,0.39,2.04,15.87,0,CHEMBL839610,Affinity for sigma receptor type 1 of guinea pig using [3H]ifenprodil or (+)-[3H]pentazocine radioligand,B,BAO_0000357,single protein format,Cavia porcellus,,,,,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1140325,1,Scientific Literature,J Med Chem,2005.0,,,,
CHEMBL179145,,,305.47,0.0,4.36,7aa,c1ccc(CC2CCN(CC3Cc4ccccc4C3)CC2)cc1,Ki,'=',1.4,nM,8.85,,,UO_0000065,28.98,0.53,4.49,273.27,0,CHEMBL829825,Inhibitory constant against sigma receptor type 1 using 3 nM [3H]pentazocine,B,BAO_0000357,single protein format,Cavia porcellus,,,,,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1139488,1,Scientific Literature,J Med Chem,2005.0,,,,
CHEMBL180327,,,319.49,0.0,4.75,7ab,c1ccc(CC2CCN(CC3CCc4ccccc4C3)CC2)cc1,Ki,'=',1.5,nM,8.82,,,UO_0000065,27.62,0.5,4.07,272.34,0,CHEMBL829825,Inhibitory constant against sigma receptor type 1 using 3 nM [3H]pentazocine,B,BAO_0000357,single protein format,Cavia porcellus,,,,,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1139488,1,Scientific Literature,J Med Chem,2005.0,,,,
CHEMBL556043,,,289.81,0.0,4.02,11a,CCc1cccc(NC(=N)Nc2ccccc2C)c1.Cl,IC50,'=',10.8,nM,7.97,,,UO_0000065,31.44,0.57,3.95,16.63,0,CHEMBL803933,"Binding assay for the sigma receptor sites is performed by utilizing [3H]N,N-di-o-tolylguanidine ([3H]DTG) and guinea pig brain membrane suspensions",B,BAO_0000019,assay format,Cavia porcellus,CHEMBL3638188,Brain,,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1130271,1,Scientific Literature,J Med Chem,1997.0,,,,
CHEMBL179373,,,321.46,0.0,4.19,8aa,c1ccc(CC2CCN(CC3COc4ccccc4C3)CC2)cc1,Ki,'=',5.98,nM,8.22,,,UO_0000065,25.58,0.47,4.03,65.94,0,CHEMBL827427,Inhibitory constant against sigma receptor type 2 using 3 nM [3H]ditolylguanidine,B,BAO_0000357,single protein format,Cavia porcellus,,,,,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1139488,1,Scientific Literature,J Med Chem,2005.0,,,,
CHEMBL1909064,LIPOPOLYSACCHARIDE E. COLI O55:B5,,,,,LIPOPOLYSACCHARIDE E. COLI O55:B5,,Ki,>,10000.0,nM,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,0,CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,BAO_0000249,cell membrane format,,,,Jurkat,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307526,,,
CHEMBL689,MANNITOL,4.0,182.17,1.0,-3.59,MANNITOL,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,Ki,>,10000.0,nM,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,0,CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,BAO_0000249,cell membrane format,,,,Jurkat,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307526,,,
CHEMBL1454,LEVAMISOLE,4.0,204.3,0.0,2.15,LEVAMISOLE,c1ccc([C@H]2CN3CCSC3=N2)cc1,IC50,>,10000.0,nM,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,0,CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,BAO_0000249,cell membrane format,,,,Jurkat,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307526,,,
CHEMBL621,TRAZODONE,4.0,371.87,0.0,2.36,TRAZODONE,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,IC50,'=',2203.0,nM,5.66,,,UO_0000065,15.21,0.3,3.3,12.36,0,CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,BAO_0000249,cell membrane format,,,,Jurkat,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307526,,,
CHEMBL1177,PEMOLINE,4.0,176.18,0.0,0.6,PEMOLINE,NC1=NC(=O)C(c2ccccc2)O1,IC50,>,10000.0,nM,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,0,CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,BAO_0000249,cell membrane format,,,,Jurkat,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307526,,,
CHEMBL125795,,,333.48,0.0,3.93,10b,O[C@H]1Cc2ccccc2C[C@@H]1N1C2CCC1CC(c1ccccc1)C2,Ki,'=',175.0,nM,6.76,,,UO_0000065,20.26,0.37,2.83,28.79,0,CHEMBL811506,Sigma-1 binding assay was done in guinea pig membranes by labeling the binding site with [3H](+)-pentazocine,B,BAO_0000249,cell membrane format,Cavia porcellus,,,,,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1130429,1,Scientific Literature,J Med Chem,1997.0,,,,
CHEMBL4476396,,,292.43,0.0,4.29,(+/-)-4n,Cc1ccc(N2C[C@@]3(C)NCC[C@H]3c3cc(C)ccc32)cc1,Ki,'=',251.19,nM,6.6,,,UO_0000065,22.57,0.41,2.31,43.22,0,CHEMBL4308646,Displacement of [3H]-Pentazocine from human recombinant sigma1 receptor expressed in HEKT cells after 90 mins by microbeta scintillation counting method,B,BAO_0000219,cell-based format,Homo sapiens,,,,,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4304834,1,Scientific Literature,ACS Med Chem Lett,2019.0,,,,
CHEMBL4455912,,,306.41,0.0,3.93,(+/-)-11c,CC(=O)N1CC[C@H]2c3ccccc3N(c3ccccc3)C[C@]21C,Inhibition,'<=',50.0,%,,,,UO_0000187,,,,,0,CHEMBL4308690,Displacement of [3H]-Pentazocine from human recombinant sigma1 receptor expressed in HEKT cells at 10 uM after 90 mins by microbeta scintillation counting method relative to control,B,BAO_0000219,cell-based format,Homo sapiens,,,,,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4304834,1,Scientific Literature,ACS Med Chem Lett,2019.0,,,,
CHEMBL109026,,,344.33,0.0,3.45,10,CN(CCN(C)Cc1ccc(Cl)c(Cl)c1)CCN1CCCC1,Ki,'=',1.49,nM,8.83,,,UO_0000065,25.63,0.55,5.38,90.81,0,CHEMBL802064,Binding affinity towards sigma 1 receptor was determined in guinea pig brain membrane using [3H](+)-pentazocine as radioligand,B,BAO_0000249,cell membrane format,,CHEMBL3638188,Brain,,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1127340,1,Scientific Literature,J Med Chem,1994.0,,,,
CHEMBL1036,HYDROXYHALOPERIDOL,,377.89,0.0,4.28,haloperidol metabolite II,OC(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,Ratio,'=',2.0,,,,,,,,,,0,CHEMBL805751,Selectivity ratio for sigma 2 receptor site in rat liver membranes and sigma 1 receptor site in quinea pig brain membranes,B,BAO_0000249,cell membrane format,,,,,,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1131000,1,Scientific Literature,J Med Chem,1998.0,,,,
CHEMBL81451,,,382.27,0.0,1.91,2,CCN(CC)CCNS(=O)(=O)c1ccc(I)cc1,Ki,'=',4.97,nM,8.3,,,UO_0000065,21.72,0.63,6.39,16.81,0,CHEMBL802057,Inhibition of [3H](+)-pentazocine binding to sigma-1 receptor in guinea pig brain membranes,B,BAO_0000249,cell membrane format,Cavia porcellus,CHEMBL3638188,Brain,,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1131008,1,Scientific Literature,J Med Chem,1998.0,,,,
CHEMBL15637,,,464.46,1.0,5.05,13,Cn1c(=O)sc2cc(CCCCN3CCN(Cc4ccc(Cl)cc4Cl)CC3)ccc21,Ki,'=',9.0,nM,8.05,,,UO_0000065,17.32,0.37,3.0,28.25,0,CHEMBL872705,In vitro binding affinity for Sigma opioid receptor by displacement of [3H]DTG,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1135280,1,Scientific Literature,Bioorg Med Chem Lett,2002.0,,,,
CHEMBL357179,,,323.44,0.0,3.63,25,OCCC1OC2(CCN(Cc3ccccc3)CC2)c2ccccc21,Ki,'=',7.27,nM,8.14,,,UO_0000065,25.16,0.46,4.51,24.89,0,CHEMBL810658,Ability to displace [3H](+)-pentazocine from Sigma opioid receptor type 1 of guinea pig brain,B,BAO_0000019,assay format,Cavia porcellus,,,,,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1135979,1,Scientific Literature,J Med Chem,2002.0,,,,
CHEMBL555698,,,358.7,1.0,5.04,18b,CCc1cccc(N(C)C(=N)Nc2cccc(Cl)c2Cl)c1.Cl,IC50,'=',97.0,nM,7.01,,,UO_0000065,21.76,0.46,1.97,17.93,0,CHEMBL803933,"Binding assay for the sigma receptor sites is performed by utilizing [3H]N,N-di-o-tolylguanidine ([3H]DTG) and guinea pig brain membrane suspensions",B,BAO_0000019,assay format,Cavia porcellus,CHEMBL3638188,Brain,,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1130271,1,Scientific Literature,J Med Chem,1997.0,,,,
CHEMBL545537,,,482.8,1.0,6.24,38b,CCc1cccc(N(C)C(=N)Nc2cc(SC)cc(C(F)(F)F)c2Br)c1.Cl,IC50,'=',755.0,nM,6.12,,,UO_0000065,13.72,0.32,-0.12,15.65,0,CHEMBL803933,"Binding assay for the sigma receptor sites is performed by utilizing [3H]N,N-di-o-tolylguanidine ([3H]DTG) and guinea pig brain membrane suspensions",B,BAO_0000019,assay format,Cavia porcellus,CHEMBL3638188,Brain,,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1130271,1,Scientific Literature,J Med Chem,1997.0,,,,
CHEMBL545451,,,304.26,0.0,3.84,(-)-(R)-13,CC1CCN(C[C@H](C)Oc2ccc(Cl)cc2)CC1.Cl,Ki,'=',12.6,nM,7.9,,,UO_0000065,29.5,0.6,4.06,63.35,0,CHEMBL808202,Inhibition of [3H]pentazocine binding to Sigma receptor type 1 in guinea pig brain membrane without cerebellum,B,BAO_0000249,cell membrane format,Cavia porcellus,CHEMBL3638188,Brain,,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1136792,1,Scientific Literature,J Med Chem,2003.0,,,,
CHEMBL37410,,,437.54,0.0,4.47,49,COc1cccc(-c2cc(=O)c3cc(OCCCCCN4CCC(O)CC4)ccc3o2)c1,IC50,'=',320.0,nM,6.5,,,UO_0000065,14.84,0.28,2.02,9.0,0,CHEMBL809885,Potency at the sigma binding site was determined in radioligand,B,BAO_0000357,single protein format,Cavia porcellus,,,,,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1125448,1,Scientific Literature,J Med Chem,1992.0,,,,
CHEMBL73818,,,315.55,1.0,5.21,13,CC1(C)C2CC[C@]1(C)CN(CCC1C3CC4CC(C3)CC1C4)C2,Ki,'=',4.3,nM,8.37,,,UO_0000065,26.51,0.5,3.16,258.23,0,CHEMBL809832,Inhibition of [3H]pentazocine binding to Sigma opioid receptor type 1,B,BAO_0000357,single protein format,Cavia porcellus,,,,,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1130524,1,Scientific Literature,Bioorg Med Chem Lett,1997.0,,,,
CHEMBL153341,,,332.45,0.0,3.99,7,C[C@@H]1[C@@H]2Cc3ccc(O)cc3[C@@]1(C)CCN2Cc1ccc(C#N)cc1,Ki,'=',1.53,nM,8.81,,,UO_0000065,26.52,0.48,4.83,18.65,0,CHEMBL809514,"Binding affinity at Sigma receptor type 1, displacement of [3H](+)-pentazocine from guinea pig brain membranes",B,BAO_0000019,assay format,Cavia porcellus,,,,,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1128233,1,Scientific Literature,J Med Chem,1995.0,,,,
CHEMBL4278995,,,335.45,0.0,3.6,10k,Cc1ccc(C)c(-c2ncnc3c2cnn3CCN2CCCCC2)c1,Ki,'=',63.0,nM,7.2,,,UO_0000065,21.47,0.39,3.6,15.37,0,CHEMBL4262391,Displacement of [3H]-(+)-pentazocine from recombinant human sigma1 receptor expressed in HEK293 cell membranes after 120 mins by microbeta scintillation counting method,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4261508,1,Scientific Literature,Medchemcomm,2017.0,,,,
CHEMBL4294864,,,339.45,0.0,2.76,12d,CC(C)n1cc(-c2ncnc3c2cnn3CCN2CCCCC2)cn1,Ki,'=',2915.0,nM,5.54,,,UO_0000065,16.31,0.3,2.78,8.56,0,CHEMBL4262391,Displacement of [3H]-(+)-pentazocine from recombinant human sigma1 receptor expressed in HEK293 cell membranes after 120 mins by microbeta scintillation counting method,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4261508,1,Scientific Literature,Medchemcomm,2017.0,,,,
CHEMBL330865,,,363.5,0.0,4.4,1m,COc1ccc2c(c1)CCC(C1CCN(CCc3ccccc3)CC1)C2=O,Ki,'=',13.0,nM,7.89,,,UO_0000065,21.69,0.4,3.49,26.7,0,CHEMBL809876,Binding affinity for sigma receptor of guinea pig whole brain using [3H]-SKF- 100047 radioligand,B,BAO_0000019,assay format,Cavia porcellus,CHEMBL3638188,Brain,,,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1127316,1,Scientific Literature,J Med Chem,1994.0,,,,
CHEMBL273866,,,239.36,0.0,3.97,10,CC(Cc1ccccc1)NC(C)c1ccccc1,Ki,'=',275.0,nM,6.56,,,UO_0000065,27.41,0.5,2.59,54.54,0,CHEMBL804959,Binding affinity towards sigma opioid receptor in guinea pig cerebral homogenate using [3H]DTG as radioligand,B,BAO_0000019,assay format,Cavia porcellus,,,,,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1125624,1,Scientific Literature,J Med Chem,1991.0,,,,
CHEMBL114280,,,359.81,0.0,3.3,11,Oc1nc2ccccc2n1CCCNCc1cc2c(cc1Cl)OCO2,IC50,'=',328.0,nM,6.48,,,UO_0000065,18.02,0.35,3.18,9.46,0,CHEMBL847756,Inhibition of sigma receptor,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1134625,1,Scientific Literature,J Med Chem,2001.0,,,,
CHEMBL78356,,,256.31,0.0,2.34,43,Cc1cc(N)ccc1/N=C(/N)Nc1cccc(O)c1,IC50,'=',962.0,nM,6.02,,,UO_0000065,23.47,0.43,3.68,6.22,0,CHEMBL804883,In vitro inhibitory activity against [3H]DTG binding to Sigma opioid receptor in guinea pig brain membrane homogenates,B,BAO_0000249,cell membrane format,Cavia porcellus,CHEMBL3638188,Brain,,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1125137,1,Scientific Literature,J Med Chem,1990.0,,,,
