"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL4799270";"";"None";"284.41";"0";"3.20";"16";"CC(C)c1ccc(-c2nc(CN3CCCC3)nn2C)cc1";"Ki";"'='";"1000.0";"nM";"6.00";"";"";"UO_0000065";"21.10";"0.39";"2.80";"17.67";"0";"CHEMBL4775636";"Displacement of [3H]-DTG from sigma-2 receptor in human Jurkat cell membrane incubated for 1 hr by liquid scintillation counting method";"B";"BAO_0000249";"cell membrane format";"Homo sapiens";"None";"None";"Jurkat";"Cell membrane";"";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4765482";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 1.0 hr";"ANTAGONIST";""
"CHEMBL4793045";"";"None";"318.42";"0";"3.74";"29";"Cn1nc(CN2CCCC2)nc1-c1cccc(-c2ccccc2)c1";"Ki";"'='";"1000.0";"nM";"6.00";"";"";"UO_0000065";"18.84";"0.34";"2.26";"17.67";"0";"CHEMBL4775636";"Displacement of [3H]-DTG from sigma-2 receptor in human Jurkat cell membrane incubated for 1 hr by liquid scintillation counting method";"B";"BAO_0000249";"cell membrane format";"Homo sapiens";"None";"None";"Jurkat";"Cell membrane";"";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4765482";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 1.0 hr";"ANTAGONIST";""
"CHEMBL5076127";"";"None";"501.50";"2";"6.88";"22";"O=C(O)c1cc(-c2ccc([C@@H]3C[C@@H]4C[C@H]3C(=O)N4)cc2)c2ccc(-c3ccc(C(F)(F)F)cc3)cc2c1";"Ki";"'='";"1900.0";"nM";"5.72";"";"";"UO_0000065";"11.41";"0.21";"-1.16";"8.62";"0";"CHEMBL5045598";"Inhibition of sigma 2 receptor (unknown origin) assessed as binding constant";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5042543";"1";"Scientific Literature";"J Med Chem";"2022";"None";"";"ANTAGONIST";""
"CHEMBL4876546";"";"None";"427.50";"0";"3.76";"5o";"COc1cc2c(cc1O)CN(Cc1ccccc1CNC(=O)c1ccc(C#N)cc1)CC2";"Inhibition";"'<'";"10.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4822016";"Displacement of [3H]DTG from sigma2 receptor(unknown origin) at 10 uM";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4819092";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2021";"None";"Dose = 10.0 microM";"";""
"CHEMBL4876926";"";"None";"481.39";"0";"4.65";"5g";"COc1cc2c(cc1O)CN(Cc1ccccc1CNC(=O)c1cccc(Br)c1)CC2";"Ki";"'='";"290.0";"nM";"6.54";"";"";"UO_0000065";"13.58";"0.29";"1.89";"10.58";"0";"CHEMBL4822011";"Displacement of [3H]DTG from sigma2 receptor(unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4819092";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2021";"None";"";"INHIBITOR";""
"CHEMBL4848910";"";"None";"481.39";"0";"4.65";"5l";"COc1cc2c(cc1O)CN(Cc1ccccc1CNC(=O)c1ccc(Br)cc1)CC2";"Inhibition";"'<'";"10.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4822016";"Displacement of [3H]DTG from sigma2 receptor(unknown origin) at 10 uM";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4819092";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2021";"None";"Dose = 10.0 microM";"";""
"CHEMBL4865307";"";"None";"353.38";"0";"4.53";"1";"COc1cc(CCC(C)NCc2ccc(C(F)(F)F)cc2)ccc1O";"Ki";"'='";"9.0";"nM";"8.05";"";"";"UO_0000065";"22.77";"0.44";"3.52";"19.39";"0";"CHEMBL4839716";"Binding affinity to Sigma 2-receptor (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4837254";"1";"Scientific Literature";"ACS Med Chem Lett";"2021";"None";"";"BINDING AGENT";""
"CHEMBL3701197";"A-226";"None";"221.27";"0";"3.78";"EUB0000547";"CCC(=N\O)/C(C)=C/c1ccc(F)c(C)c1";"Inhibition";"";"33.37";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4880066";"GPCRScan assay: inhibition of Sigma 2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Parental cells: HEKT | PMID: 28495085/28559337/27042935 | Protein length: full-length | Radioligand conc. used [nM]: 5.0 | Radioligand Kd None 27.93 nM | Radioligand name: [3H]-DTG | Radioligand pKd None 7.55 None | Radioligand pKd ± SEM None 0.18 None | Reference ligand: Haloperidol | Reference ligand Ki None 15.87 nM | Reference ligand pKi None 7.8 None | Reference ligand pKi  ± SEM None 0.04 None";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507256";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"Compound concentration None 10.0 µM";"";""
"CHEMBL4531220";"BI 3047";"None";"515.53";"1";"3.80";"EUB0000586";"CCS(=O)(=O)c1cc2cc(C[C@@](O)(CC(C)(C)c3ccc(F)cc3C(N)=O)C(F)(F)F)[nH]c2cn1";"Inhibition";"";"-12.99";"%";"";"Outside typical range";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4880066";"GPCRScan assay: inhibition of Sigma 2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Parental cells: HEKT | PMID: 28495085/28559337/27042935 | Protein length: full-length | Radioligand conc. used [nM]: 5.0 | Radioligand Kd None 27.93 nM | Radioligand name: [3H]-DTG | Radioligand pKd None 7.55 None | Radioligand pKd ± SEM None 0.18 None | Reference ligand: Haloperidol | Reference ligand Ki None 15.87 nM | Reference ligand pKi None 7.8 None | Reference ligand pKi  ± SEM None 0.04 None";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507277";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"Compound concentration None 10.0 µM";"";""
"CHEMBL3321790";"";"None";"405.97";"1";"5.48";"19";"OC1(c2ccc(Cl)cc2)CC2CCC(C1)N2CCCSc1ccc(F)cc1";"Ki";"'='";"29.51";"nM";"7.53";"";"";"UO_0000065";"18.55";"0.38";"2.05";"32.08";"0";"CHEMBL4390736";"Displacement [3H]-DTG from sigma 2 receptor (unknown origin) expressed in HEK cell membranes";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4390638";"1";"Scientific Literature";"Bioorg Med Chem";"2019";"None";"";"";""
"CHEMBL5275525";"";"None";"287.42";"0";"4.32";"23";"CC(C)=CCN1CC[C@@]2(C)c3cc(F)ccc3C[C@H]1[C@H]2C";"Ki";"'='";"154.0";"nM";"6.81";"";"";"UO_0000065";"23.70";"0.44";"2.49";"210.26";"0";"CHEMBL5264063";"Displacement of [3H]DTG from sigma 2 receptor (unknown origin) assessed as inhibition constant in presence of haloperidol measured for 120 mins by scintillation counting analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5260834";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"TIME = 2.0 hr";"INHIBITOR";""
"CHEMBL5275160";"";"None";"306.45";"0";"3.99";"21";"C[C@@H]1[C@@H]2Cc3ccc(N)cc3[C@]1(C)CCN2Cc1ccccc1";"Ki";"'='";"832.0";"nM";"6.08";"";"";"UO_0000065";"19.84";"0.36";"2.09";"20.78";"0";"CHEMBL5264063";"Displacement of [3H]DTG from sigma 2 receptor (unknown origin) assessed as inhibition constant in presence of haloperidol measured for 120 mins by scintillation counting analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5260834";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"TIME = 2.0 hr";"INHIBITOR";""
"CHEMBL1800285";"MSD-M1PAM";"None";"388.43";"0";"2.45";"EUB0000252";"N#CC1(c2ccccn2)CCN(Cc2cc(C(=O)O)c(=O)n3ccccc23)CC1";"Inhibition";"";"5.17";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4880066";"GPCRScan assay: inhibition of Sigma 2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Parental cells: HEKT | PMID: 28495085/28559337/27042935 | Protein length: full-length | Radioligand conc. used [nM]: 5.0 | Radioligand Kd None 27.93 nM | Radioligand name: [3H]-DTG | Radioligand pKd None 7.55 None | Radioligand pKd ± SEM None 0.18 None | Reference ligand: Haloperidol | Reference ligand Ki None 15.87 nM | Reference ligand pKi None 7.8 None | Reference ligand pKi  ± SEM None 0.04 None";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507295";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"Compound concentration None 10.0 µM";"";""
"CHEMBL5183830";"";"None";"345.38";"0";"1.41";"12qS";"Fc1ccc(-c2nnn3c2CO[C@H]2CN(C4CCOCC4)C[C@@H]23)nc1";"Inhibition";"'<'";"50.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL5097446";"Displacement of [3H]-1,3-di-O-tolylguanidine from human sigma 2 receptor/TMEM97 transfected in sigma 1 receptor knockout HEK293 cell membranes at 10 uM measured after 120 mins by liquid scintillation counting analysis relative to control";"B";"BAO_0000249";"cell membrane format";"Homo sapiens";"None";"None";"HEK293";"Cell membrane";"";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5096172";"1";"Scientific Literature";"J Med Chem";"2021";"None";"Dose = 10.0 microM | TIME = 2.0 hr";"";""
"CHEMBL5198408";"";"None";"350.40";"0";"3.04";"2S";"Fc1ccccc1-c1nnn2c1CO[C@H]1CN(Cc3ccccc3)C[C@@H]12";"Inhibition";"'<'";"50.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL5097445";"Displacement of [3H]-1,3-di-O-tolylguanidine from human sigma 2 receptor/TMEM97 transfected in sigma 1 receptor knockout HEK293 cell membranes at 1 uM measured after 120 mins by liquid scintillation counting analysis relative to control";"B";"BAO_0000249";"cell membrane format";"Homo sapiens";"None";"None";"HEK293";"Cell membrane";"";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5096172";"1";"Scientific Literature";"J Med Chem";"2021";"None";"Dose = 1.0 microM | TIME = 2.0 hr";"";""
"CHEMBL5197187";"";"None";"344.39";"0";"2.02";"12nS";"Fc1ccccc1-c1nnn2c1CO[C@H]1CN(C3CCOCC3)C[C@@H]12";"Inhibition";"'<'";"50.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL5097445";"Displacement of [3H]-1,3-di-O-tolylguanidine from human sigma 2 receptor/TMEM97 transfected in sigma 1 receptor knockout HEK293 cell membranes at 1 uM measured after 120 mins by liquid scintillation counting analysis relative to control";"B";"BAO_0000249";"cell membrane format";"Homo sapiens";"None";"None";"HEK293";"Cell membrane";"";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5096172";"1";"Scientific Literature";"J Med Chem";"2021";"None";"Dose = 1.0 microM | TIME = 2.0 hr";"";""
"CHEMBL4445781";"";"None";"450.53";"0";"4.42";"7bf";"O=C(c1c2c(nn1-c1ccc(F)cc1)CCC(NCc1ccc(F)cc1)C2)N1CCCCC1";"Ki";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4393070";"Displacement of [3H]-DTG from sigma2 receptor (unknown origin) after 120 mins in presence of sigma1 antagonist (+)-SKF10047 by microbeta scintillation counting method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4392831";"1";"Scientific Literature";"Bioorg Med Chem";"2019";"None";"";"";""
"CHEMBL3577885";"PF-05105679";"1.0";"428.46";"1";"5.48";"EUB0000304";"C[C@H](c1ccc(F)cc1)N(Cc1cccc(C(=O)O)c1)C(=O)c1cnc2ccccc2c1";"Inhibition";"";"3.36";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4880066";"GPCRScan assay: inhibition of Sigma 2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Parental cells: HEKT | PMID: 28495085/28559337/27042935 | Protein length: full-length | Radioligand conc. used [nM]: 5.0 | Radioligand Kd None 27.93 nM | Radioligand name: [3H]-DTG | Radioligand pKd None 7.55 None | Radioligand pKd ± SEM None 0.18 None | Reference ligand: Haloperidol | Reference ligand Ki None 15.87 nM | Reference ligand pKi None 7.8 None | Reference ligand pKi  ± SEM None 0.04 None";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507296";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"Compound concentration None 10.0 µM";"";""
"CHEMBL4587626";"PF-05257137";"None";"462.91";"1";"6.13";"EUB0000546";"C[C@H](c1ccc(F)cc1)N(Cc1ccc(Cl)c(C(=O)O)c1)C(=O)c1cnc2ccccc2c1";"Inhibition";"";"-15.41";"%";"";"Outside typical range";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4880066";"GPCRScan assay: inhibition of Sigma 2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Parental cells: HEKT | PMID: 28495085/28559337/27042935 | Protein length: full-length | Radioligand conc. used [nM]: 5.0 | Radioligand Kd None 27.93 nM | Radioligand name: [3H]-DTG | Radioligand pKd None 7.55 None | Radioligand pKd ± SEM None 0.18 None | Reference ligand: Haloperidol | Reference ligand Ki None 15.87 nM | Reference ligand pKi None 7.8 None | Reference ligand pKi  ± SEM None 0.04 None";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507296";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"Compound concentration None 10.0 µM";"";""
"CHEMBL4635134";"GSK620";"None";"325.37";"0";"1.15";"EUB0001117";"CNC(=O)c1cc(C(=O)NC2CC2)cn(Cc2ccccc2)c1=O";"Inhibition";"";"7.83";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4880066";"GPCRScan assay: inhibition of Sigma 2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Parental cells: HEKT | PMID: 28495085/28559337/27042935 | Protein length: full-length | Radioligand conc. used [nM]: 5.0 | Radioligand Kd None 27.93 nM | Radioligand name: [3H]-DTG | Radioligand pKd None 7.55 None | Radioligand pKd ± SEM None 0.18 None | Reference ligand: Haloperidol | Reference ligand Ki None 15.87 nM | Reference ligand pKi None 7.8 None | Reference ligand pKi  ± SEM None 0.04 None";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4630909";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"Compound concentration None 10.0 µM";"";""
"CHEMBL4587515";"";"None";"432.54";"0";"4.28";"7aa";"O=C(c1nn(-c2ccccc2)c2c1CC(NCc1ccc(F)cc1)CC2)N1CCCCC1";"Ki";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4393070";"Displacement of [3H]-DTG from sigma2 receptor (unknown origin) after 120 mins in presence of sigma1 antagonist (+)-SKF10047 by microbeta scintillation counting method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4392831";"1";"Scientific Literature";"Bioorg Med Chem";"2019";"None";"";"";""
"CHEMBL4564028";"";"None";"496.58";"1";"5.21";"7bc";"O=C(c1c2c(nn1-c1ccccc1)CCC(NCCc1ccc(C(F)(F)F)cc1)C2)N1CCCCC1";"Ki";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4393070";"Displacement of [3H]-DTG from sigma2 receptor (unknown origin) after 120 mins in presence of sigma1 antagonist (+)-SKF10047 by microbeta scintillation counting method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4392831";"1";"Scientific Literature";"Bioorg Med Chem";"2019";"None";"";"";""
"CHEMBL4780458";"";"None";"457.42";"0";"4.04";"EUB0000540a";"O=C(Nc1cccnn1)N1CC(C/C=C/c2cncc(Oc3ccc(C(F)(F)F)cn3)n2)C1";"Ki";"'='";"437.0";"nM";"6.36";"";"";"UO_0000065";"13.90";"0.26";"2.32";"6.00";"0";"CHEMBL5214465";"Selectivity interaction (GPCR panel (PDSP screen)) EUB0000540a TMEM97";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5212743";"65";"Literature data from EUbOPEN Chemogenomic Library";"";"2023";"None";"Selectivity number of off-targets = 4.0 None | Selectivity number of targets = 45.0 None | Selectivity Remarks: Screened at 10 µM (in vitro) | Selectivity Source Knowledge: https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/PF-04457845";"";""
"CHEMBL4169383";"";"None";"361.28";"0";"3.70";"7m";"CN(CCCNC(=O)c1ccc(Br)cc1)Cc1ccccc1";"Ki";"'='";"160.0";"nM";"6.80";"";"";"UO_0000065";"18.81";"0.42";"3.10";"21.01";"0";"CHEMBL4131892";"Displacement of [3H]-DTG from S2R in human Jurkat cell membranes after 1 hr in presence of (+)-pentazocine by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Jurkat";"None";"";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130363";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"";"";""
"CHEMBL4173342";"";"None";"312.41";"0";"2.95";"7t";"COc1cccc(C(=O)NCCCN(C)Cc2ccccc2)c1";"Ki";"'>'";"1200.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4131892";"Displacement of [3H]-DTG from S2R in human Jurkat cell membranes after 1 hr in presence of (+)-pentazocine by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Jurkat";"None";"";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130363";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"";"";""
"CHEMBL4169270";"";"None";"330.86";"0";"3.63";"8a";"CN(CCCNC(=O)c1ccc(Cl)cc1)CCc1ccccc1";"Ki";"'='";"200.0";"nM";"6.70";"";"";"UO_0000065";"20.25";"0.40";"3.07";"20.71";"0";"CHEMBL4131892";"Displacement of [3H]-DTG from S2R in human Jurkat cell membranes after 1 hr in presence of (+)-pentazocine by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Jurkat";"None";"";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130363";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"";"";""
"CHEMBL4780458";"";"None";"457.42";"0";"4.04";"EUB0000540";"O=C(Nc1cccnn1)N1CC(C/C=C/c2cncc(Oc3ccc(C(F)(F)F)cn3)n2)C1";"Ki";"";"8412.01";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4880066";"GPCRScan assay: inhibition of Sigma 2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Parental cells: HEKT | PMID: 28495085/28559337/27042935 | Protein length: full-length | Radioligand conc. used [nM]: 5.0 | Radioligand Kd None 27.93 nM | Radioligand name: [3H]-DTG | Radioligand pKd None 7.55 None | Radioligand pKd ± SEM None 0.18 None | Reference ligand: Haloperidol | Reference ligand Ki None 15.87 nM | Reference ligand pKi None 7.8 None | Reference ligand pKi  ± SEM None 0.04 None";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507297";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"";"";""
"CHEMBL4562728";"";"None";"357.54";"0";"4.93";"7b";"CCOC1Cc2ccccc2[C@]2(CC[C@H](NCC3CCCCC3)CC2)O1";"Ki";"'='";"46.0";"nM";"7.34";"";"";"UO_0000065";"20.52";"0.39";"2.41";"24.06";"0";"CHEMBL4386118";"Displacement of [3H]-di-o-tolylguanidine from sigma2 receptor in human RT4 cell membranes incubated for 120 mins in the presence of sigma1 receptor ligand (+)-pentazocine by scintillation counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4385605";"1";"Scientific Literature";"J Med Chem";"2019";"None";"";"";""
"CHEMBL4538174";"ERKi";"None";"311.35";"0";"2.33";"EUB0000298";"C[C@@H](NC(=O)Nc1cc2[nH]ncc2c(CO)n1)c1ccccc1";"Inhibition";"";"-10.12";"%";"";"Outside typical range";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4880066";"GPCRScan assay: inhibition of Sigma 2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Parental cells: HEKT | PMID: 28495085/28559337/27042935 | Protein length: full-length | Radioligand conc. used [nM]: 5.0 | Radioligand Kd None 27.93 nM | Radioligand name: [3H]-DTG | Radioligand pKd None 7.55 None | Radioligand pKd ± SEM None 0.18 None | Reference ligand: Haloperidol | Reference ligand Ki None 15.87 nM | Reference ligand pKi None 7.8 None | Reference ligand pKi  ± SEM None 0.04 None";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507286";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"Compound concentration None 10.0 µM";"";""
"CHEMBL1188414";"";"None";"375.56";"1";"5.13";"F281";"c1ccc2c(c1)c1ccccc1n2CCCN1CCN(C2CCCCC2)CC1";"Ki";"'='";"12.6";"nM";"7.90";"";"";"UO_0000065";"21.03";"0.39";"2.77";"69.23";"0";"CHEMBL4148656";"Binding affinity to sigma-2 receptor (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4145543";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"";"";""
"CHEMBL4779656";"";"None";"276.77";"0";"2.73";"20";"Cn1nc(CN2CCCC2)nc1-c1ccc(Cl)cc1";"Ki";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4775636";"Displacement of [3H]-DTG from sigma-2 receptor in human Jurkat cell membrane incubated for 1 hr by liquid scintillation counting method";"B";"BAO_0000249";"cell membrane format";"Homo sapiens";"None";"None";"Jurkat";"Cell membrane";"";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4765482";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 1.0 hr";"";""
"CHEMBL227072";"";"None";"443.55";"0";"3.93";"18F-ISO-1";"COc1cc2c(cc1OC)CN(CCCCNC(=O)c1cc(C)ccc1OCC[18F])CC2";"Ki";"'='";"2.0";"nM";"8.70";"";"";"UO_0000065";"19.57";"0.37";"4.77";"14.49";"0";"CHEMBL5225136";"Binding affinity to sigma 2 receptor (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5223132";"1";"Scientific Literature";"Bioorg Med Chem";"2022";"None";"";"BINDING AGENT";""
"CHEMBL5201355";"";"None";"333.44";"0";"3.49";"5a";"CN(CCCNC(=O)c1ccc2ccccc2n1)Cc1ccccc1";"Ki";"'='";"21.0";"nM";"7.68";"";"";"UO_0000065";"23.03";"0.42";"4.19";"16.97";"0";"CHEMBL5116794";"Binding affinity to sigma 2 receptor (unknown origin) assessed as inhibition constant by radioligand binding assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5113446";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2022";"None";"";"BINDING AGENT";""
